id,Idade,Genero,Faixa_idade,Estado_onde_mora,Regiao_onde_mora,uf_onde_mora,Nivel_de_Ensino,Área_de_Formação,Qual_sua_situação_atual_de_trabalho,Nivel,Faixa_salarial,2021,ano_pesquisa,Cor/raca/etnia,PCD,experiencia_profissional_prejudicada,aspectos_prejudicados,vive_no_brasil,Cargo_Atual,2022,Não_acredito_que_minha_experiência_profissional_seja_afetada,Experiencia_prejudicada_devido_a_minha_Cor_Raça_Etnia,Experiencia_prejudicada_devido_a_minha_identidade_de_gênero,Experiencia_prejudicada_devido_ao_fato_de_ser_PCD,2023
2uhfq3tkvtmcm0sbhf4e2uhfq3tk6wj1,30.0,Masculino,30-34,São Paulo (SP),Sudeste,SP,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,Empregado (CLT),Sênior,de R$ 6.001/mês a R$ 8.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
2tc1gv8a7gocpnh2tc1jwa98taio8f62,22.0,Masculino,22-24,São Paulo (SP),Sudeste,SP,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Júnior,Menos de R$ 1.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
62hb25zs3snvtww62hbzqfiuio6ple58,31.0,Masculino,30-34,São Paulo (SP),Sudeste,SP,Graduação/Bacharelado,Química / Física,"Desempregado, buscando recolocação",,,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
2sy1tmp6o63f2mbghg2syprxd9cib078,33.0,Feminino,30-34,Minas Gerais (MG),Sudeste,MG,Mestrado,Outras Engenharias,Empregado (CLT),Sênior,de R$ 12.001/mês a R$ 16.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
2s17viln4qxlh9fg3rcb2s17hwf1hsyy,36.0,Feminino,35-39,São Paulo (SP),Sudeste,SP,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Sênior,de R$ 6.001/mês a R$ 8.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
2q9b0w63c4bqcnw81003kn2q9b0wer41,48.0,Masculino,45-49,Distrito Federal (DF),Centro-oeste,DF,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Sênior,de R$ 8.001/mês a R$ 12.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
2q48ngln0i2dyecymik1h2q48n86akjw,42.0,Masculino,40-44,São Paulo (SP),Sudeste,SP,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Pleno,de R$ 6.001/mês a R$ 8.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
2pgo14p915sk7tlyzso1mq2pgo1fg3y0,24.0,Masculino,22-24,Espírito Santo (ES),Sudeste,ES,Estudante de Graduação,Outras Engenharias,Empregado (CLT),Pleno,de R$ 4.001/mês a R$ 6.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
2pfauh37csndrmp2pf2zpscn1aslj57s,24.0,Masculino,22-24,Minas Gerais (MG),Sudeste,MG,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Júnior,de R$ 1.001/mês a R$ 2.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
2p5r0fclghcqpf2p54ns5via7ihqjiec,23.0,Masculino,22-24,Rio de Janeiro (RJ),Sudeste,RJ,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Júnior,de R$ 2.001/mês a R$ 3000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
2ol5511vv2hhyw8o3bp6fbq2ol551p3w,28.0,Masculino,25-29,São Paulo (SP),Sudeste,SP,Mestrado,Outras Engenharias,Empregado (CLT),Pleno,de R$ 6.001/mês a R$ 8.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
2nw23hxb516qlh2nw2y4wcl2dzoq0gjo,26.0,Feminino,25-29,São Paulo (SP),Sudeste,SP,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empreendedor ou Empregado (CNPJ),Júnior,de R$ 6.001/mês a R$ 8.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
61cvyl89klh9amq1spjev61cvyl6jawy,20.0,Masculino,17-21,Rio Grande do Norte (RN),Nordeste,RN,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,Trabalho na área Acadêmica/Pesquisador,,,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
5t48wwz7q1uh121d3ttsr5t48wwzcg7t,32.0,Masculino,30-34,Distrito Federal (DF),Centro-oeste,DF,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
2lyh272yorso172lyhniadjcfp2g7yer,24.0,Masculino,22-24,São Paulo (SP),Sudeste,SP,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Pleno,de R$ 8.001/mês a R$ 12.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
2ly99q08ay5k0m2zram2ly9996qutu2x,28.0,Feminino,25-29,São Paulo (SP),Sudeste,SP,Pós-graduação,Outras Engenharias,Empregado (CLT),Sênior,de R$ 16.001/mês a R$ 20.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
5t1ci2pfs5e01z0q5t1ci5ktpw40kwoo,45.0,Masculino,45-49,Fora do Brasil,Exterior,Exterior,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Trabalho na área Acadêmica/Pesquisador,,,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
5rsp9b3cqtkif2bdg8p5rsp9b3gu4p51,26.0,Feminino,25-29,São Paulo (SP),Sudeste,SP,Graduação/Bacharelado,Outras Engenharias,"Desempregado, buscando recolocação",,,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
2jw4t8iqss70j0yj2jw4n3ihb473gjdl,29.0,Masculino,25-29,Rio Grande do Sul (RS),Sul,RS,Pós-graduação,Estatística/ Matemática / Matemática Computacional,Empregado (CLT),Pleno,de R$ 8.001/mês a R$ 12.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
2jpt2051y5udb0fevb72jpt204rz7tov,30.0,Masculino,30-34,São Paulo (SP),Sudeste,SP,Graduação/Bacharelado,Outras,Freelancer,Pleno,de R$ 8.001/mês a R$ 12.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
2izpzr6nz11pv007fzi2izpzr64pffwq,22.0,Masculino,22-24,Minas Gerais (MG),Sudeste,MG,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Júnior,de R$ 8.001/mês a R$ 12.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
2ivczw8x9l7uztuhf2ivcrbswsh34ssb,24.0,Masculino,22-24,São Paulo (SP),Sudeste,SP,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Pleno,de R$ 6.001/mês a R$ 8.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
2h6wttgt4zwkvwgl2h6wpij9pji4taso,3.15285372098785e+16,Masculino,55+,Distrito Federal (DF),Centro-oeste,DF,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,Sênior,de R$ 20.001/mês a R$ 25.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
5m07qluanyd1izjj285m07qlur7ayr2f,24.0,Masculino,22-24,Rio de Janeiro (RJ),Sudeste,RJ,Estudante de Graduação,Outras,Somente Estudante (graduação),,,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
2fhf7781hdun9ce97dg2fhf77dqvy2l8,26.0,Masculino,25-29,São Paulo (SP),Sudeste,SP,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Pleno,de R$ 6.001/mês a R$ 8.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
2fe1q6rfmmbvyjpo72fe1q6zilnx0pfm,36.0,Feminino,35-39,Rio Grande do Sul (RS),Sul,RS,Mestrado,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Pleno,de R$ 8.001/mês a R$ 12.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
2ev68fmuyxbm62p1x2h82ev6u5sr73pa,29.0,Feminino,25-29,São Paulo (SP),Sudeste,SP,Mestrado,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Pleno,de R$ 8.001/mês a R$ 12.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
2e8gt68tjudaicud4jef2e8gt6m1v0da,27.0,Masculino,25-29,Minas Gerais (MG),Sudeste,MG,Mestrado,Outras Engenharias,Empregado (CLT),Júnior,de R$ 3.001/mês a R$ 4.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
5eo4c92nkhugrxkc29g5eo4c92njudnm,23.0,Masculino,22-24,Rio Grande do Sul (RS),Sul,RS,Graduação/Bacharelado,Química / Física,"Desempregado, buscando recolocação",,,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
2btyvg9bl6kvrm5lb2btyvepu6dyc9dh,27.0,Feminino,25-29,São Paulo (SP),Sudeste,SP,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Sênior,de R$ 12.001/mês a R$ 16.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
2b0fncp4i7t52bc428ihvg5v7sjtc428,26.0,Masculino,25-29,São Paulo (SP),Sudeste,SP,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Sênior,de R$ 6.001/mês a R$ 8.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
2avpcbqbdsr2wgk4w2077k2avpcbo6gb,24.0,Masculino,22-24,,Norte,,Estudante de Graduação,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Pleno,de R$ 4.001/mês a R$ 6.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
2aswe686zwk0foc2aswe6p3yfc6v6lb3,22.0,Masculino,22-24,Paraíba (PB),Nordeste,PB,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Júnior,de R$ 1.001/mês a R$ 2.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
4x5fqp7epfadr7xpg3u4x5fq2gmpirnh,36.0,Masculino,35-39,São Paulo (SP),Sudeste,SP,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,Somente Estudante (graduação),,,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
2affu0vqpo8dc2affu7tsqvs56rrqyvz,28.0,Masculino,25-29,São Paulo (SP),Sudeste,SP,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Júnior,de R$ 2.001/mês a R$ 3000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
2a8hibfk4422a6r69kxwdew2th1bu6go,30.0,Masculino,30-34,São Paulo (SP),Sudeste,SP,Pós-graduação,Outras Engenharias,Empregado (CLT),Sênior,de R$ 12.001/mês a R$ 16.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
291y0hbw03zelvk291f589ts58sl6aom,36.0,Masculino,35-39,São Paulo (SP),Sudeste,SP,Não tenho graduação formal,,Empregado (CLT),Sênior,de R$ 12.001/mês a R$ 16.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
28fa2prh7r4x28fatsxr4w5jlws9ulda,34.0,Masculino,30-34,Minas Gerais (MG),Sudeste,MG,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Pleno,de R$ 6.001/mês a R$ 8.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
4s2vqlw8y06h8d9g4s2vfb27tqrp1axg,29.0,Masculino,25-29,Rio Grande do Sul (RS),Sul,RS,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Trabalho na área Acadêmica/Pesquisador,,,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
28d9qx4ilqhe4wg2fwelp28d9qx49gyh,27.0,Masculino,25-29,São Paulo (SP),Sudeste,SP,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Sênior,de R$ 6.001/mês a R$ 8.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
3vkfo40ey9sh3jdz2ryg3vkfo40220nk,39.0,Masculino,35-39,São Paulo (SP),Sudeste,SP,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,"Desempregado, buscando recolocação",,,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
27b31djih1rzxom05l27b31dj0lzkm4y,30.0,Feminino,30-34,São Paulo (SP),Sudeste,SP,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Júnior,de R$ 6.001/mês a R$ 8.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
25o63y91rq8yr825jdqt9aj2tgf35cb9,29.0,Masculino,25-29,Distrito Federal (DF),Centro-oeste,DF,Não tenho graduação formal,,Empreendedor ou Empregado (CNPJ),Sênior,de R$ 4.001/mês a R$ 6.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
3pyrpuxnw7k6fd13pyrpd25qhstm8bt4,30.0,Masculino,30-34,Espírito Santo (ES),Sudeste,ES,Graduação/Bacharelado,Outras Engenharias,"Desempregado, buscando recolocação",,,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
23kr4ybc79023kr4y0q34amnvtd62g91,29.0,Masculino,25-29,Rio Grande do Norte (RN),Nordeste,RN,Pós-graduação,Outras Engenharias,Empregado (CLT),Júnior,de R$ 3.001/mês a R$ 4.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
3ox0ergjeo0b1xz3ox0pwn205nzrm4kx,25.0,Masculino,25-29,,Norte,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Trabalho na área Acadêmica/Pesquisador,,,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
2369jn93rjz69dyj98czsl2369jnm3rr,35.0,Feminino,35-39,Rio Grande do Sul (RS),Sul,RS,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,Júnior,de R$ 4.001/mês a R$ 6.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
224iahgipeki9sg5hz4lq53224iayi1h,21.0,Masculino,17-21,,Norte,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Júnior,de R$ 3.001/mês a R$ 4.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
21l28aq2as7kyo6421l28aqj6fnbhf48,37.0,Masculino,35-39,Fora do Brasil,Exterior,Exterior,Mestrado,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Júnior,de R$ 4.001/mês a R$ 6.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
6qx1h8qyej5w5uzn0s6qibwvaum5b2tf,23.0,Masculino,22-24,Mato Grosso do Sul (MS),Centro-oeste,MS,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Júnior,de R$ 4.001/mês a R$ 6.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
201owlw0dsz9xt4ccnj201owcax8wdw2,35.0,Masculino,35-39,Minas Gerais (MG),Sudeste,MG,Pós-graduação,Ciências Biológicas/Farmácia/Medicina/Área da Saúde,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil (PJ),Sênior,de R$ 16.001/mês a R$ 20.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
1zuxqrco4hb18ov90r1zuxqroujgimdp,29.0,Feminino,25-29,Paraná (PR),Sul,PR,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,Empregado (CLT),Júnior,de R$ 3.001/mês a R$ 4.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
1ywd2tp971g784j1ywd22avnp7ky0y3m,25.0,Feminino,25-29,São Paulo (SP),Sudeste,SP,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Pleno,de R$ 6.001/mês a R$ 8.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
1yq4mo0iy63gogzzuf1yq4molqig261p,45.0,Masculino,45-49,São Paulo (SP),Sudeste,SP,Mestrado,Estatística/ Matemática / Matemática Computacional,Empregado (CLT),Sênior,Acima de R$ 40.001/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
o82dfm4j7l3ialo82dln4v1diskx02sf,28.0,Masculino,25-29,Alagoas (AL),Nordeste,AL,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Pleno,de R$ 6.001/mês a R$ 8.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
1x9jdtrtkb3psoapvy51x9jdtroins8h,28.0,Masculino,25-29,São Paulo (SP),Sudeste,SP,Pós-graduação,Ciências Biológicas/Farmácia/Medicina/Área da Saúde,Empregado (CLT),Pleno,de R$ 16.001/mês a R$ 20.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
1wz151ik0t2hvx6b1ryal1wz150bnd0l,32.0,Masculino,30-34,São Paulo (SP),Sudeste,SP,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Pleno,de R$ 6.001/mês a R$ 8.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
1wx8xomn9ki8c6wuale1wx8xomlel3sl,25.0,Feminino,25-29,São Paulo (SP),Sudeste,SP,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Sênior,de R$ 8.001/mês a R$ 12.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
3lv28fmfxvw1ub553lv24yxj133boe1z,36.0,Masculino,35-39,Paraná (PR),Sul,PR,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,Somente Estudante (graduação),,,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
3bnmi0hx1zkzq8xrzg5ct3bnmmoz0bgf,23.0,Masculino,22-24,,Norte,,Estudante de Graduação,Outras,Somente Estudante (graduação),,,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
1unoukmglysg6ymirc7sjbsva91unouk,39.0,Masculino,35-39,Paraíba (PB),Nordeste,PB,Pós-graduação,Outras Engenharias,Empregado (CLT),Júnior,de R$ 2.001/mês a R$ 3000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
1ucf0sld5s59zox3f71ucf0slmkq6zf3,26.0,Masculino,25-29,Distrito Federal (DF),Centro-oeste,DF,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Pleno,de R$ 6.001/mês a R$ 8.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
1t3gw9fzev6rn1t3gwd8tr2hm7fh3ddv,28.0,Masculino,25-29,Rio de Janeiro (RJ),Sudeste,RJ,Pós-graduação,Outras Engenharias,Empregado (CLT),Pleno,de R$ 6.001/mês a R$ 8.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
1t3eas8wehi1q1t3aud3hd1cf13jn3ux,26.0,Masculino,25-29,São Paulo (SP),Sudeste,SP,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Pleno,de R$ 6.001/mês a R$ 8.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
1suk6glu4c0ia575h5umqi51suk6gly9,29.0,Masculino,25-29,Rio Grande do Sul (RS),Sul,RS,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Empregado (CLT),Sênior,de R$ 12.001/mês a R$ 16.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
1s8riwpeq1zk95b1s8riwpzsowc2xtvd,33.0,Masculino,30-34,Espírito Santo (ES),Sudeste,ES,Pós-graduação,Outras Engenharias,Servidor Público,Júnior,de R$ 6.001/mês a R$ 8.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
1rde9nn6xn0b7p1lcsa51rde9ej36mrq,30.0,Masculino,30-34,Rio de Janeiro (RJ),Sudeste,RJ,Pós-graduação,Outras Engenharias,Empregado (CLT),Pleno,de R$ 8.001/mês a R$ 12.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
3a1a83tcdkwg4owjcicjin3a1a836o53,23.0,Masculino,22-24,Paraíba (PB),Nordeste,PB,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Trabalho na área Acadêmica/Pesquisador,,,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
1r3pr4w8cg4viczijxvy4g9ro1r3pr4w,27.0,Feminino,25-29,Sergipe (SE),Nordeste,SE,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Sênior,de R$ 4.001/mês a R$ 6.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
1r2x0wi2xvm5e4k3k324mw1r2x0zol7w,34.0,Masculino,30-34,São Paulo (SP),Sudeste,SP,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),,de R$ 8.001/mês a R$ 12.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
5cno8saxunefzabsui5cno8sskhwitgz,21.0,Masculino,17-21,Mato Grosso do Sul (MS),Centro-oeste,MS,Estudante de Graduação,Ciências Sociais,Estagiário,Júnior,de R$ 1.001/mês a R$ 2.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
1pdx8s4sk05jd361pdx8s8t5f3dt491d,30.0,Feminino,30-34,Rio Grande do Sul (RS),Sul,RS,Pós-graduação,Outras Engenharias,Empregado (CLT),Júnior,de R$ 1.001/mês a R$ 2.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
323osnhjkpx0zi83t9323osn6p59j56x,38.0,Masculino,35-39,Rio de Janeiro (RJ),Sudeste,RJ,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,"Desempregado, buscando recolocação",,,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
