id,Idade,Genero,Faixa_idade,Estado_onde_mora,Regiao_onde_mora,uf_onde_mora,Nivel_de_Ensino,Área_de_Formação,Qual_sua_situação_atual_de_trabalho,Nivel,Faixa_salarial,2021,ano_pesquisa,Cor/raca/etnia,PCD,experiencia_profissional_prejudicada,aspectos_prejudicados,vive_no_brasil,Cargo_Atual,2022,Não_acredito_que_minha_experiência_profissional_seja_afetada,Experiencia_prejudicada_devido_a_minha_Cor_Raça_Etnia,Experiencia_prejudicada_devido_a_minha_identidade_de_gênero,Experiencia_prejudicada_devido_ao_fato_de_ser_PCD,2023
qkx4q0ei90wcjxnqkx4q0j3xgf0zn13s,38.0,Masculino,35-39,Ceará (CE),Nordeste,CE,Pós-graduação,Química / Física,Empregado (CLT),,de R$ 4.001/mês a R$ 6.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
zdl2n19yhgpnoaco6kkczdl2nwv9zwrt,39.0,Masculino,35-39,Bahia (BA),Nordeste,BA,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empreendedor ou Empregado (CNPJ),,de R$ 6.001/mês a R$ 8.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
vsamqp2un3q7us84mgvsams5fulsmcoh,30.0,Masculino,30-34,Santa Catarina (SC),Sul,SC,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 8.001/mês a R$ 12.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
v31ab41botodnsv31zgg4k34zzojy81l,38.0,Feminino,35-39,São Paulo (SP),Sudeste,SP,Pós-graduação,Outras,Empreendedor ou Empregado (CNPJ),,de R$ 12.001/mês a R$ 16.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
ubhu8ntvm4xc0sfkdubhu80e973eek0k,36.0,Masculino,35-39,Santa Catarina (SC),Sul,SC,Pós-graduação,Outras Engenharias,Empreendedor ou Empregado (CNPJ),,de R$ 8.001/mês a R$ 12.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
isz60pt4c22u98xjzztisz6qzaa0fikw,3.15285372098785e+16,Masculino,55+,São Paulo (SP),Sudeste,SP,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empreendedor ou Empregado (CNPJ),,de R$ 8.001/mês a R$ 12.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
rcxg4kxm9ow0u54hrcxgxkzcd50ib9dk,24.0,Masculino,22-24,Santa Catarina (SC),Sul,SC,Estudante de Graduação,Outras Engenharias,Empreendedor ou Empregado (CNPJ),,de R$ 3.001/mês a R$ 4.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
95glgjuiaf07xh95g4qt3ufh62qh0bos,51.0,Masculino,50-54,São Paulo (SP),Sudeste,SP,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 12.001/mês a R$ 16.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
nc3chpdm6n3rtgib20inc3chp9psycoz,39.0,Masculino,35-39,Minas Gerais (MG),Sudeste,MG,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),,de R$ 4.001/mês a R$ 6.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
kw6mzziiifjl1q7nikw628l4at14q8jr,27.0,Masculino,25-29,São Paulo (SP),Sudeste,SP,Pós-graduação,Outras Engenharias,Empregado (CLT),,de R$ 4.001/mês a R$ 6.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
ifl4ogkur82u2e77cv9ifl4og3xaut1y,42.0,Masculino,40-44,São Paulo (SP),Sudeste,SP,Mestrado,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),,de R$ 30.001/mês a R$ 40.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
gxvzjaqhdjpozukq257egxvzjaq70zp8,45.0,Masculino,45-49,Goiás (GO),Centro-oeste,GO,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),,de R$ 6.001/mês a R$ 8.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
fvroa15ig3e212soy5fvroazhchyl3by,40.0,Masculino,40-44,Paraná (PR),Sul,PR,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),,de R$ 20.001/mês a R$ 25.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
fk4ytpz65h2oz71fk4ytpvhrybvck2rz,26.0,Masculino,25-29,São Paulo (SP),Sudeste,SP,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),,de R$ 4.001/mês a R$ 6.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
p6e1wwjc19xsq6p6ernbqrg8p78h2for,28.0,Masculino,25-29,Mato Grosso (MT),Centro-oeste,MT,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 3.001/mês a R$ 4.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
k7cg05i1i6fu9bzjlik7cg05iw0xq9fa,43.0,Masculino,40-44,Mato Grosso do Sul (MS),Centro-oeste,MS,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),,de R$ 8.001/mês a R$ 12.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
ap54nhpaxrtfantap54n545rmn2g714o,27.0,Masculino,25-29,Distrito Federal (DF),Centro-oeste,DF,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),,de R$ 8.001/mês a R$ 12.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
bjala4ipvuhta5z50jabja75ptc735h1,53.0,Masculino,50-54,São Paulo (SP),Sudeste,SP,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 4.001/mês a R$ 6.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
9h0qj4hro1c3hu34l96r19h0qj4h506l,25.0,Masculino,25-29,São Paulo (SP),Sudeste,SP,Estudante de Graduação,Outras Engenharias,Empregado (CLT),,de R$ 6.001/mês a R$ 8.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
89br3jbvclfhtwaydl89br3jqooydfnj,37.0,Masculino,35-39,Sergipe (SE),Nordeste,SE,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Empreendedor ou Empregado (CNPJ),,de R$ 6.001/mês a R$ 8.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
797hisu5odzvdu7ymbzfzbq5797hisub,38.0,Masculino,35-39,Distrito Federal (DF),Centro-oeste,DF,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,,de R$ 16.001/mês a R$ 20.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
4bvcfib22n1vqfkq4bvcfxswiidnmepc,29.0,Masculino,25-29,Goiás (GO),Centro-oeste,GO,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),,de R$ 6.001/mês a R$ 8.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
3mp5l0rzzcib53m0tr8ulvij8ldcelok,46.0,Masculino,45-49,Santa Catarina (SC),Sul,SC,Mestrado,Outras Engenharias,Empreendedor ou Empregado (CNPJ),,de R$ 12.001/mês a R$ 16.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
2kr6mx1ela2zu24nxf2kr6ca0yvp0gm9,34.0,Masculino,30-34,São Paulo (SP),Sudeste,SP,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,Empregado (CLT),,de R$ 6.001/mês a R$ 8.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
y9dh05swm0ig9kv2qsurpdky9dh0s3zu,27.0,Masculino,25-29,Rio Grande do Sul (RS),Sul,RS,Graduação/Bacharelado,Outras Engenharias,Empreendedor ou Empregado (CNPJ),,de R$ 4.001/mês a R$ 6.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
7wm2pmd3113vghlsl7wm2pldgsj1poz1,32.0,Feminino,30-34,São Paulo (SP),Sudeste,SP,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Empreendedor ou Empregado (CNPJ),,Acima de R$ 40.001/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
ow7vlsfgx7rmgvvow4cmnzwinspblahh,43.0,Masculino,40-44,São Paulo (SP),Sudeste,SP,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),,de R$ 8.001/mês a R$ 12.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
kv844vwc9fnc7icenh7ph6dkv844vwcr,34.0,Feminino,30-34,Minas Gerais (MG),Sudeste,MG,Pós-graduação,Estatística/ Matemática / Matemática Computacional,Empregado (CLT),,de R$ 8.001/mês a R$ 12.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
80lp5xu2s5aue1c9rmz80lp5dei3nc60,33.0,Feminino,30-34,Minas Gerais (MG),Sudeste,MG,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 6.001/mês a R$ 8.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
33hdko40rt8p12t1mbhn62s33hdko4eh,46.0,Masculino,45-49,São Paulo (SP),Sudeste,SP,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,Empregado (CLT),,de R$ 25.001/mês a R$ 30.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
3fgszlrdd72ve5e6y23fgssra77g98zm,43.0,Masculino,40-44,São Paulo (SP),Sudeste,SP,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),,de R$ 8.001/mês a R$ 12.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
iqgcgz2lsmeqbx939iqgcda5afcmii4i,38.0,Masculino,35-39,São Paulo (SP),Sudeste,SP,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 4.001/mês a R$ 6.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
0lvkp4kfw7q3oi0lvk8ddwt8wkmgig1a,37.0,Masculino,35-39,,Norte,,Graduação/Bacharelado,Outras,Servidor Público,,de R$ 30.001/mês a R$ 40.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
sf3qcyidym1alkzqk51tsf3qczy7i94m,21.0,Masculino,17-21,São Paulo (SP),Sudeste,SP,Mestrado,Estatística/ Matemática / Matemática Computacional,Empregado (CLT),,de R$ 8.001/mês a R$ 12.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
ejvqb5qoz31zngejvqbmuaer9d54cvcn,30.0,Masculino,30-34,São Paulo (SP),Sudeste,SP,Pós-graduação,Outras Engenharias,Empregado (CLT),,de R$ 8.001/mês a R$ 12.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
2yj72i5g8d2qd2yj7028nmphm3e750r4,33.0,Masculino,30-34,São Paulo (SP),Sudeste,SP,Não tenho graduação formal,,Empregado (CLT),,de R$ 12.001/mês a R$ 16.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
ldb6gtjcpnes6xldb6l114oklnvf98l1,32.0,Masculino,30-34,Paraná (PR),Sul,PR,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 20.001/mês a R$ 25.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
i8m8jqh7ie8wgt56ui8m83jzfj5tgwb8,30.0,Feminino,30-34,São Paulo (SP),Sudeste,SP,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),,de R$ 8.001/mês a R$ 12.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
frcux7u7md7w8it0frcunaj3vcelccza,32.0,Masculino,30-34,Paraná (PR),Sul,PR,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),,de R$ 12.001/mês a R$ 16.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
odm1n136vw0bodm1naj1sbftq7y7lbsy,38.0,Masculino,35-39,São Paulo (SP),Sudeste,SP,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),,Acima de R$ 40.001/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
dz7ck9n6ghayra2dzcwtxc9aedftpnv1,54.0,Feminino,50-54,São Paulo (SP),Sudeste,SP,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 12.001/mês a R$ 16.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
arc3jv9nyz7z9nfly8farc3jvh9y1v2a,33.0,Masculino,30-34,Minas Gerais (MG),Sudeste,MG,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),,de R$ 6.001/mês a R$ 8.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
f4ygt9h98qd0c0vs632uzwg4f4ygt9h4,26.0,Masculino,25-29,Santa Catarina (SC),Sul,SC,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empreendedor ou Empregado (CNPJ),,de R$ 12.001/mês a R$ 16.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
w2pz782x96rtw2pzhs6ov8scud7q6t9a,27.0,Masculino,25-29,Mato Grosso (MT),Centro-oeste,MT,Pós-graduação,Estatística/ Matemática / Matemática Computacional,Empreendedor ou Empregado (CNPJ),,de R$ 16.001/mês a R$ 20.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
u0hhyrmipf87fhu0hhyrggcbk5c9o0z0,21.0,Masculino,17-21,Santa Catarina (SC),Sul,SC,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,,de R$ 1.001/mês a R$ 2.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
t2eehp2bhzu9bro3t2eehp2b73zq7gvi,21.0,Masculino,17-21,Rio Grande do Sul (RS),Sul,RS,Não tenho graduação formal,,Empregado (CLT),,de R$ 2.001/mês a R$ 3000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
mcynszjpbcax09dfx8mcynszly5wgwp4,30.0,Masculino,30-34,São Paulo (SP),Sudeste,SP,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),,de R$ 6.001/mês a R$ 8.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
9y1t62nwe8mvyyi9ao3sl39y1t62nkoc,35.0,Masculino,35-39,São Paulo (SP),Sudeste,SP,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Empregado (CLT),,de R$ 16.001/mês a R$ 20.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
9b1oq1t8385hpegc9b1oqtgpezmbsjvb,49.0,Feminino,45-49,São Paulo (SP),Sudeste,SP,Graduação/Bacharelado,Ciências Sociais,Empreendedor ou Empregado (CNPJ),,de R$ 4.001/mês a R$ 6.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
upjalj1ktjyq109m0u4kupjaljdevvq5,34.0,Masculino,30-34,Minas Gerais (MG),Sudeste,MG,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),,de R$ 16.001/mês a R$ 20.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
i5hm8fcc1oxf241lfcfai5hm8fc97bua,47.0,Masculino,45-49,São Paulo (SP),Sudeste,SP,Mestrado,Ciências Biológicas/Farmácia/Medicina/Área da Saúde,Empregado (CLT),,de R$ 3.001/mês a R$ 4.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
1g2wkwie0lek62acb11g2wk6whmg6ugt,28.0,Masculino,25-29,Minas Gerais (MG),Sudeste,MG,Mestrado,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),,de R$ 6.001/mês a R$ 8.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
j26nxw2o8cta1duh7dsj26nxwv7tndep,36.0,Masculino,35-39,Minas Gerais (MG),Sudeste,MG,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,Empreendedor ou Empregado (CNPJ),,de R$ 8.001/mês a R$ 12.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
2bq8dtrim2qhse7f54xyki2bq8641r2k,39.0,Masculino,35-39,Rio de Janeiro (RJ),Sudeste,RJ,Não tenho graduação formal,,Empregado (CLT),,de R$ 8.001/mês a R$ 12.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
m9j93xsmhlqrjhrh2eeh8m9j93xgqrmm,33.0,Masculino,30-34,Rio de Janeiro (RJ),Sudeste,RJ,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 8.001/mês a R$ 12.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
xw2xsa7a216o6so3nh3xfxw2xst2iqga,45.0,Masculino,45-49,São Paulo (SP),Sudeste,SP,Mestrado,Outras Engenharias,Freelancer,,de R$ 12.001/mês a R$ 16.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
a89ey1ldk084d0qp8t1a1a89ey1k8y6e,29.0,Masculino,25-29,São Paulo (SP),Sudeste,SP,Graduação/Bacharelado,Outras Engenharias,Freelancer,,de R$ 8.001/mês a R$ 12.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
q6uco9nn3k8ebg2lvbq6ucoi8grnwoip,37.0,Masculino,35-39,Rio de Janeiro (RJ),Sudeste,RJ,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 20.001/mês a R$ 25.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
hqa2mc86vwizf9cwtgomnpl2hqa2mcmr,31.0,Masculino,30-34,Minas Gerais (MG),Sudeste,MG,Não tenho graduação formal,,Empreendedor ou Empregado (CNPJ),,de R$ 12.001/mês a R$ 16.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
rvwz98n23k3xwbx07qcrvwz98nhiiwu7,52.0,Masculino,50-54,Piauí (PI),Nordeste,PI,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empreendedor ou Empregado (CNPJ),,Menos de R$ 1.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
fymmjh82h6iymxh77j6fymmjhvaz8lbn,3.15285372098785e+16,Masculino,55+,São Paulo (SP),Sudeste,SP,Pós-graduação,Outras Engenharias,Empreendedor ou Empregado (CNPJ),,de R$ 12.001/mês a R$ 16.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
qiu8j4gxmkcuprqt2kqiu8ju2blns3f2,38.0,Masculino,35-39,São Paulo (SP),Sudeste,SP,Doutorado ou Phd,Química / Física,Empregado (CLT),,de R$ 12.001/mês a R$ 16.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
o24emd2if6kuyyf7dmuo3vtr1o24emd2,42.0,Masculino,40-44,São Paulo (SP),Sudeste,SP,Mestrado,Economia/ Administração / Contabilidade / Finanças,Servidor Público,,de R$ 4.001/mês a R$ 6.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
jmjhv6bsbrckz2wjjhyk67ss6q9moecj,28.0,Masculino,25-29,Paraná (PR),Sul,PR,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 16.001/mês a R$ 20.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
bdserw9mc6y8zbdserw9ofr5spqpiet7,38.0,Masculino,35-39,São Paulo (SP),Sudeste,SP,Mestrado,Química / Física,Empreendedor ou Empregado (CNPJ),,Acima de R$ 40.001/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
khacbferq3jyl545x8cjokhac01uanky,25.0,Masculino,25-29,Minas Gerais (MG),Sudeste,MG,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),,de R$ 4.001/mês a R$ 6.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
508jm4e8jxpg64pw508jm4swd237a6hu,37.0,Masculino,35-39,São Paulo (SP),Sudeste,SP,Graduação/Bacharelado,Outras Engenharias,Empreendedor ou Empregado (CNPJ),,de R$ 6.001/mês a R$ 8.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
rc4qxiinkpnze8apj2oa6yrc4qxowr77,37.0,Masculino,35-39,,Norte,,Doutorado ou Phd,Outras,Empregado (CLT),,de R$ 8.001/mês a R$ 12.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
cv3e62ckq2ql3revz4zgcv3e6v2lk4ps,36.0,Masculino,35-39,Rio Grande do Norte (RN),Nordeste,RN,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),,de R$ 12.001/mês a R$ 16.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
nwgoa1lxmlah5mvnwgoiehkf0yszn5tv,27.0,Masculino,25-29,Rio Grande do Sul (RS),Sul,RS,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),,de R$ 8.001/mês a R$ 12.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
ue9kq34wxpugo4c0hv0qh2ue9kjh4cxt,33.0,Masculino,30-34,Rio Grande do Sul (RS),Sul,RS,Mestrado,Outras,Empregado (CLT),,de R$ 16.001/mês a R$ 20.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
4nvcw9f94jhl1ko4nvcw5ijk4lti5ndx,29.0,Feminino,25-29,São Paulo (SP),Sudeste,SP,Pós-graduação,Outras Engenharias,Empregado (CLT),,de R$ 8.001/mês a R$ 12.000/mês,2021.0,2021,,,,,,,2022.0,5421110702464140.0,2.0264803236484e+16,2.91283560132401e+16,2.46414122839279e+16,2023.0
