id,Idade,Genero,Cor/raca/etnia,PCD,Faixa_idade,experiencia_profissional_prejudicada,Não_acredito_que_minha_experiência_profissional_seja_afetada,Experiencia_prejudicada_devido_a_minha_Cor_Raça_Etnia,Experiencia_prejudicada_devido_a_minha_identidade_de_gênero,Experiencia_prejudicada_devido_ao_fato_de_ser_PCD,Qual_sua_situação_atual_de_trabalho,vive_no_brasil,uf_onde_mora,Regiao_onde_mora,Nivel_de_Ensino,Cargo_Atual,Nivel,Faixa_salarial
mfhace4lflb3m91mcdmfhace4l8rcuu9,26,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,SP,Sudeste,Mestrado,,,de R$ 20.001/mês a R$ 25.000/mês
mfjamwl326ya17s3gllmfja0hy2h8d3t,30,Feminino,Branca,Não,30-34,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Servidor Público,1,SP,Sudeste,Mestrado,,,de R$ 8.001/mês a R$ 12.000/mês
mga2115fvk64myumga27xx2xbkh1uoko,28,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,MG,Sudeste,Graduação/Bacharelado,Analista de Dados/Data Analyst,Sênior,de R$ 6.001/mês a R$ 8.000/mês
mgr8au8hixivr51l7j2tmgr8au7sjv5f,22,Masculino,Parda,Não,22-24,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,GO,Centro-oeste,Pós-graduação,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês
mgzoii5pu0yin2s4q66tmgzoii54k6n8,26,Feminino,Preta,Não,25-29,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,Trabalho na área Acadêmica/Pesquisador,1,BA,Nordeste,Estudante de Graduação,,,
mh13odd4behdwqpmh13lphm4do4jsvtg,18,Masculino,Branca,Não,17-21,,,,,,Estagiário,1,SC,Sul,Estudante de Graduação,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Júnior,de R$ 1.001/mês a R$ 2.000/mês
mh3w81jw2ku8f396rcy922amh3w8grx3,32,Masculino,Branca,Não,30-34,,,,,,Empreendedor ou Empregado (CNPJ),1,MG,Sudeste,Mestrado,Cientista de Dados/Data Scientist,Pleno,de R$ 4.001/mês a R$ 6.000/mês
mh6bdg5epyddrk5hfmumh6bkf39e5z50,22,Masculino,Parda,Não,22-24,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,SP,Sudeste,Graduação/Bacharelado,Analista de Dados/Data Analyst,Júnior,de R$ 2.001/mês a R$ 3.000/mês
mha8ny16hngqwomha8mw6m9a1p3bwz22,23,Masculino,Branca,Não,22-24,,,,,,Trabalho na área Acadêmica/Pesquisador,1,GO,Centro-oeste,Estudante de Graduação,,,
mhelx7vfhp1gclvlnhgrmrmhelxt6h3b,41,Masculino,Amarela,Não,40-44,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empreendedor ou Empregado (CNPJ),1,MG,Sudeste,Doutorado ou Phd,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês
mhet3sg7t9vfz6x7chqmhetlb42uq1dl,25,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,ES,Sudeste,Estudante de Graduação,Analista de BI/BI Analyst,Júnior,de R$ 2.001/mês a R$ 3.000/mês
mhgv3hkshp2aap9021mhgr2fzlke6yqv,25,Masculino,Preta,Não,25-29,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,SP,Sudeste,Graduação/Bacharelado,Cientista de Dados/Data Scientist,Sênior,de R$ 6.001/mês a R$ 8.000/mês
mhijdy618qhq5wlbdmhijdyhn01nsoqz,29,Feminino,Branca,Não,25-29,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Empregado (CLT),1,SP,Sudeste,Pós-graduação,Cientista de Dados/Data Scientist,Sênior,de R$ 8.001/mês a R$ 12.000/mês
mhkb5j3d8wjbxy4wfmhkb0poc7ktd2ih,42,Masculino,Branca,Não,40-44,,,,,,Servidor Público,1,DF,Centro-oeste,Pós-graduação,Outra Opção,Sênior,de R$ 12.001/mês a R$ 16.000/mês
mhl6rfs9o181fychj4hzmhl6rfyegh4k,42,Feminino,Branca,Não,40-44,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Empregado (CLT),1,SP,Sudeste,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês
mhp5klxo2wwv89st451hcmhp5ki0jjl1,34,Masculino,Branca,Não,30-34,,,,,,Empreendedor ou Empregado (CNPJ),1,SP,Sudeste,Mestrado,,,de R$ 30.001/mês a R$ 40.000/mês
mhu1sl700bjaz5gnbmhusoqcicyikl47,35,Feminino,Branca,Não,35-39,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Desempregado, buscando recolocação",1,SP,Sudeste,Pós-graduação,,,
misbzel7kgo5naqfyt3jmisbze9rpkfk,27,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,SP,Sudeste,Pós-graduação,Analista de Negócios/Business Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês
mjsln27t9tlikze9s4mjsln27toekxuu,35,Masculino,Outra,Não,35-39,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,Empregado (CLT),1,SP,Sudeste,Graduação/Bacharelado,,,de R$ 25.001/mês a R$ 30.000/mês
mjv29buthte75cymjv29rhfmhzdik3ng,52,Feminino,Branca,Não,50-54,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empreendedor ou Empregado (CNPJ),1,RJ,Sudeste,Graduação/Bacharelado,,,de R$ 4.001/mês a R$ 6.000/mês
mk974x2ntgrg46rqmk974q5uelnf4agm,31,Masculino,Branca,Não,30-34,,,,,,Empregado (CLT),1,PR,Sul,Graduação/Bacharelado,Outra Opção,Pleno,de R$ 3.001/mês a R$ 4.000/mês
mkjccyqdkfkg6e0kd94mkjccntkpxsm5,33,Masculino,Parda,Não,30-34,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,PR,Sul,Pós-graduação,Analista de Dados/Data Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês
mkk9r9j1t9unxpfspj3mkk9r9jk5xhs7,27,Masculino,Preta,Não,25-29,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,BA,Nordeste,Estudante de Graduação,Analytics Engineer,Pleno,de R$ 6.001/mês a R$ 8.000/mês
mkm9lh8feokc0692dqmzmkm9lh8zctgc,29,Feminino,Parda,Não,25-29,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Empregado (CLT),1,SP,Sudeste,Graduação/Bacharelado,Analista de Dados/Data Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês
mkoatojsdw14dzk3bmkoat8z2pu9v9sx,29,Masculino,Parda,Não,25-29,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,Empregado (CLT),1,SP,Sudeste,Estudante de Graduação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês
mkubf9xitp34bbvy4lmkubfxr86kerr6,36,Masculino,Prefiro não informar,Não,35-39,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empreendedor ou Empregado (CNPJ),1,RS,Sul,Pós-graduação,Analista de BI/BI Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês
mllvdjxe4pgpenmllv4713oaeglokroi,26,Masculino,Branca,Não,25-29,,,,,,Trabalho na área Acadêmica/Pesquisador,0,,,Doutorado ou Phd,,,
mly3ouxsh7qmly302tnzj4e3xib5nyuq,28,Feminino,Branca,Não,25-29,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,PR,Sul,Pós-graduação,Analista de BI/BI Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês
mm0j6jvfj30j421emm0j6jvrmt173fa2,42,Masculino,Branca,Não,40-44,,,,,,Empregado (CLT),1,SP,Sudeste,Pós-graduação,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês
mmv5zwc6cvxxzq81dgxmmv5zwc6cwfvi,26,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,SP,Sudeste,Não tenho graduação formal,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 6.001/mês a R$ 8.000/mês
mmviad6f83vsm5bp4ge4qmmviaj66f6a,22,Feminino,Parda,Não,22-24,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,AL,Nordeste,Estudante de Graduação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,de R$ 3.001/mês a R$ 4.000/mês
mn99zwkvjkuxo3sg2pqrtmn99zw3h402,26,Feminino,Parda,Não,25-29,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Empreendedor ou Empregado (CNPJ),1,SP,Sudeste,Graduação/Bacharelado,Analista de Suporte/Analista Técnico,Júnior,de R$ 1.001/mês a R$ 2.000/mês
mnajukbj8n18ntg109vdmnal9e3l0jco,26,Masculino,Parda,Não,25-29,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,ES,Sudeste,Graduação/Bacharelado,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês
mnpozc4koj67tir4jmnpozcuk0t1612u,29,Masculino,Parda,Não,25-29,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,MG,Sudeste,Pós-graduação,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês
mo31vay2x3uytx7yzs3cjinmo3r62iad,33,Masculino,Branca,Não,30-34,,,,,,Empregado (CLT),1,SP,Sudeste,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês
moa6z47m1hkvvi6ggmoa6zii0yjifjbk,30,Masculino,Preta,Não,30-34,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,Empregado (CLT),1,PE,Nordeste,Graduação/Bacharelado,Outra Opção,Pleno,de R$ 3.001/mês a R$ 4.000/mês
moc1079q9og42yqry2gmmoc107a2ydyt,29,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,SP,Sudeste,Pós-graduação,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês
moem4twz2uv96xvemoem4tqsu68vrj4n,28,Masculino,Branca,Não,25-29,,,,,,Empreendedor ou Empregado (CNPJ),1,SP,Sudeste,Graduação/Bacharelado,,,de R$ 16.001/mês a R$ 20.000/mês
mopfp3ht8lg9ukb9omopf5rlao5ldtcg,35,Masculino,Branca,Não,35-39,,,,,,Empregado (CLT),1,MA,Nordeste,Pós-graduação,Analista de Negócios/Business Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês
mp6zdq5zqo1h7h7vf4jr3y1mp6zdq5dh,34,Masculino,Branca,Não,30-34,,,,,,Empreendedor ou Empregado (CNPJ),1,SP,Sudeste,Pós-graduação,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês
mpni5mwsheuzmpnj1v6b6jwoq3iw8nnf,30,Masculino,Parda,Não,30-34,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,SP,Sudeste,Graduação/Bacharelado,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês
mpq3uet9f96glndjkmpqxs1u1xoor5f0,47,Masculino,Branca,Não,45-49,,,,,,Empreendedor ou Empregado (CNPJ),1,SP,Sudeste,Não tenho graduação formal,,,de R$ 8.001/mês a R$ 12.000/mês
mpvbvdv60r752ompvbv674tfv7ej46wb,41,Masculino,Branca,Não,40-44,,,,,,Somente Estudante (pós-graduação),1,RJ,Sudeste,Doutorado ou Phd,,,
mqa0rm0rcef6k02tsoi5tmqa03u2smiy,27,Feminino,Branca,Sim,25-29,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Empregado (CLT),1,SP,Sudeste,Graduação/Bacharelado,Analista de Dados/Data Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês
mqoegq5l0xd9kd8c38emqoegqa0mu0sw,38,Masculino,Branca,Não,35-39,,,,,,Empregado (CLT),1,BA,Nordeste,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês
mqotdfbilt50kx5ulmqotft04fdnl59c,33,Masculino,Branca,Não,30-34,,,,,,Empregado (CLT),1,RJ,Sudeste,Pós-graduação,,,de R$ 4.001/mês a R$ 6.000/mês
mqp43a0t0ka8e7ym9mqp43alvgt5v7zu,40,Masculino,Branca,Não,40-44,,,,,,Empregado (CLT),1,SP,Sudeste,Pós-graduação,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Sênior,de R$ 12.001/mês a R$ 16.000/mês
mr67pzwwxjythmr6752rjrrx273bjhm0,28,Masculino,Parda,Não,25-29,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empreendedor ou Empregado (CNPJ),1,AL,Nordeste,Graduação/Bacharelado,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês
mram3jjxbzf3o61x9e80mrawhd8btic5,36,Feminino,Branca,Não,35-39,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Empreendedor ou Empregado (CNPJ),1,SP,Sudeste,Pós-graduação,,,de R$ 16.001/mês a R$ 20.000/mês
mrbznhnsrxg6gvxb76mmrbznhnhggsxy,32,Masculino,Branca,Não,30-34,,,,,,Empregado (CLT),1,SP,Sudeste,Pós-graduação,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês
mrzz1jx4a4svc1uomrzz1wq2r11ne9kq,25,Feminino,Parda,Não,25-29,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,MG,Sudeste,Graduação/Bacharelado,Analista de Dados/Data Analyst,Júnior,de R$ 2.001/mês a R$ 3.000/mês
ms0ndu5t0g58m5stt8nms0nduud7kx11,25,Feminino,Branca,Não,25-29,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,SP,Sudeste,Graduação/Bacharelado,Analista de BI/BI Analyst,Júnior,de R$ 6.001/mês a R$ 8.000/mês
ms0ri827vy12u29qms0ri8q1iy67mpad,25,Feminino,Preta,Não,25-29,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,1.0,1.0,0.0,Empregado (CLT),1,BA,Nordeste,Graduação/Bacharelado,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês
msapu84sxkh7amjoz9nqizekdnmrhjug,28,Feminino,Branca,Não,25-29,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Empregado (CLT),1,MG,Sudeste,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 12.001/mês a R$ 16.000/mês
msiahdckvsvg4xydj6msiahq604rqp5n,32,Masculino,Branca,Não,30-34,,,,,,Empregado (CLT),1,MG,Sudeste,Graduação/Bacharelado,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês
mskkwafnnmtdofvamskk4qepi48vs7mw,26,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,SP,Sudeste,Graduação/Bacharelado,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês
msxkpw0brhp3s1umsxkpwjopy5y4umaw,42,Masculino,Amarela,Não,40-44,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,"Desempregado, buscando recolocação",1,ES,Sudeste,Pós-graduação,,,
mszfzsulbe92xftdu745nmszfzsulyz6,39,Masculino,Parda,Não,35-39,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Trabalho na área Acadêmica/Pesquisador,1,MG,Sudeste,Mestrado,,,
mt2rp2h4hybh6ex71j8mt2rpi3aqamq5,43,Feminino,Preta,Não,40-44,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,Empregado (CLT),1,MG,Sudeste,Pós-graduação,,,de R$ 4.001/mês a R$ 6.000/mês
mt59fw4zoq9g3jsfbwq80qfjmt59fwcu,27,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,DF,Centro-oeste,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 6.001/mês a R$ 8.000/mês
mt68m7c5sagmt68ujgch49h9kjt7vrcu,41,Masculino,Preta,Não,40-44,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,SP,Sudeste,Pós-graduação,,,de R$ 8.001/mês a R$ 12.000/mês
mt73n9uqzowu500omt73n9mvdpkw70u4,37,Masculino,Branca,Não,35-39,,,,,,Empregado (CLT),1,SP,Sudeste,Pós-graduação,,,de R$ 20.001/mês a R$ 25.000/mês
mtbbqypz3q0y4v441yjmtbbqymrh9hjv,24,Masculino,Branca,Não,22-24,,,,,,Empreendedor ou Empregado (CNPJ),1,MG,Sudeste,Graduação/Bacharelado,Cientista de Dados/Data Scientist,Júnior,de R$ 4.001/mês a R$ 6.000/mês
mtch28nnzxx5obfbulmtch2o4rd9xbe1,28,Feminino,Branca,Não,25-29,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Empreendedor ou Empregado (CNPJ),1,SP,Sudeste,Graduação/Bacharelado,Analista de Negócios/Business Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês
mtwvhpmtk52omtwvhpv5p6nlj1sw4v5p,27,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,SP,Sudeste,Graduação/Bacharelado,,,de R$ 20.001/mês a R$ 25.000/mês
mu1om4bgn2w7uj1zmpmu1om4bj1u04tq,32,Feminino,Branca,Não,30-34,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Empregado (CLT),1,SP,Sudeste,Mestrado,,,de R$ 25.001/mês a R$ 30.000/mês
mu5v033dwin8wqifqk72mu5v0336usr9,26,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,RS,Sul,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 6.001/mês a R$ 8.000/mês
muagxhuc0g99d230p2fv5nlmuagxjwo9,24,Masculino,Branca,Não,22-24,,,,,,Empregado (CLT),1,SP,Sudeste,Graduação/Bacharelado,Outra Opção,Júnior,de R$ 4.001/mês a R$ 6.000/mês
muwdqfcg5o9onvk5hmuwdqe46z2lcx1g,32,Masculino,Branca,Não,30-34,,,,,,Empregado (CLT),1,MG,Sudeste,Pós-graduação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 8.001/mês a R$ 12.000/mês
mv4y46qucr1hn4fes8389mv4y472fsse,28,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,RS,Sul,Doutorado ou Phd,Cientista de Dados/Data Scientist,Pleno,de R$ 4.001/mês a R$ 6.000/mês
mvp8woryshu6hixuomvp8wor89zhhzvl,39,Feminino,Branca,Não,35-39,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),0,,,Mestrado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 8.001/mês a R$ 12.000/mês
mvz5mmfd58g7ndngwi9amvz5myocmeq6,27,Feminino,Branca,Não,25-29,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Empregado (CLT),1,RS,Sul,Graduação/Bacharelado,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês
mw72tifa32zu4gnlmw72r9ubzk6dqeho,45,Masculino,Branca,Não,45-49,,,,,,"Desempregado, buscando recolocação",1,RS,Sul,Pós-graduação,,,
mwaupjkt73sonaskq5zmwaupjkz3w7i5,27,Masculino,Parda,Não,25-29,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,GO,Centro-oeste,Graduação/Bacharelado,Analista de Negócios/Business Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês
mwg6r8a0cghhypznvmwg2y8qac5ltf3h,33,Masculino,Branca,Não,30-34,,,,,,Empregado (CLT),1,SC,Sul,Pós-graduação,Analista de Negócios/Business Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês
mwuigjgj2gdti7brnawgt1fumwuigjty,35,Masculino,Parda,Não,35-39,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,SP,Sudeste,Graduação/Bacharelado,Analista de Negócios/Business Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês
mwv328d0ymg5ssmw4psrjav2r7oeas4p,64,Feminino,Branca,Não,55+,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Empreendedor ou Empregado (CNPJ),1,RS,Sul,Graduação/Bacharelado,,,de R$ 20.001/mês a R$ 25.000/mês
mx1xwyqly1j0cruad56mx1xwyiiurdhx,53,Masculino,Parda,Não,50-54,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empreendedor ou Empregado (CNPJ),1,DF,Centro-oeste,Pós-graduação,,,de R$ 16.001/mês a R$ 20.000/mês
mx2wadizs65m3r99fnmx2wadi7vg0090,31,Feminino,Branca,Não,30-34,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Empregado (CLT),1,MG,Sudeste,Mestrado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 4.001/mês a R$ 6.000/mês
mx7ks1dq8evtw4ayimx7zf54rq4ee78h,35,Masculino,Branca,Não,35-39,,,,,,"Desempregado, buscando recolocação",1,SC,Sul,Pós-graduação,,,
mxbd1n9dnccavzw6ga0v5omxbd1nd8x8,34,Masculino,Parda,Não,30-34,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,Empregado (CLT),1,ES,Sudeste,Mestrado,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês
mxldmqyd99h2d2a56ak8mxldmqtiyvn9,29,Feminino,Parda,Não,25-29,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Empregado (CLT),1,PR,Sul,Mestrado,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês
mykp470kdqt61ewomykp0y6bnr6cdn9f,38,Masculino,Parda,Não,35-39,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empreendedor ou Empregado (CNPJ),1,SP,Sudeste,Pós-graduação,Analista de Dados/Data Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês
mzbmabflc3kelmzbmbhg551ky9xtz3og,30,Masculino,Branca,Não,30-34,,,,,,Empreendedor ou Empregado (CNPJ),1,SP,Sudeste,Graduação/Bacharelado,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 6.001/mês a R$ 8.000/mês
mzgvs414bqsqpdmzgvss0wcj4pl3ekea,29,Masculino,Parda,Não,25-29,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,MG,Sudeste,Pós-graduação,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Sênior,de R$ 12.001/mês a R$ 16.000/mês
mzm38fzscvb77k6vmzm38fpkvf3qfahg,21,Masculino,Branca,Não,17-21,,,,,,Empregado (CLT),1,SP,Sudeste,Estudante de Graduação,Analista de Dados/Data Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês
mzvzhqaqolgys4y661yucs7mzvzhib2z,33,Masculino,Branca,Não,30-34,,,,,,Empregado (CLT),1,RJ,Sudeste,Pós-graduação,Cientista de Dados/Data Scientist,Júnior,de R$ 4.001/mês a R$ 6.000/mês
n0b72zywhtdjdwn0c962n0b72zywkuh1,25,Masculino,Branca,Não,25-29,,,,,,Empregado (CLT),1,RJ,Sudeste,Estudante de Graduação,Analista de BI/BI Analyst,Júnior,de R$ 2.001/mês a R$ 3.000/mês
n0fbmjbdbd68n1xzbmc12n0fbmjbdbg8,60,Masculino,Branca,Não,55+,,,,,,Empregado (CLT),1,DF,Centro-oeste,Pós-graduação,Outra Opção,Sênior,de R$ 20.001/mês a R$ 25.000/mês
n0j78jmyngedro95s4kc8n0j78v4y03g,21,Masculino,Preta,Não,17-21,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,Empregado (CLT),1,SP,Sudeste,Estudante de Graduação,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 6.001/mês a R$ 8.000/mês
n0mg8bdq2lsj59l6n0mg8brk8j8w57a6,40,Masculino,Branca,Não,40-44,,,,,,Empregado (CLT),1,SP,Sudeste,Doutorado ou Phd,Cientista de Dados/Data Scientist,Pleno,de R$ 4.001/mês a R$ 6.000/mês
n0ukfjgxlv6uw5n0ukfyhvtf7g1k1jar,26,Masculino,Parda,Não,25-29,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,Empregado (CLT),1,PA,Norte,Graduação/Bacharelado,Cientista de Dados/Data Scientist,Pleno,de R$ 6.001/mês a R$ 8.000/mês
n1ho8yuqanown5csvgxn1hodbkq4839a,26,Masculino,Parda,Não,25-29,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,"Desempregado, buscando recolocação",1,MG,Sudeste,Graduação/Bacharelado,,,
n1x1bli7gj8cz5t736gwn1x1ipbpo0lq,26,Feminino,Branca,Não,25-29,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Empregado (CLT),1,SP,Sudeste,Graduação/Bacharelado,Analista de Negócios/Business Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês
