id,Idade,Faixa idade,Genero,Cor/raca/etnia,PCD,experiencia_profissional_prejudicada,aspectos_prejudicados,vive_no_brasil,Estado onde mora,uf onde mora,Regiao onde mora,Nivel de Ensino,Área de Formação,Cargo Atual,Nivel,Faixa salarial
zgsa1r6fzb952mile7q5lzgsa1rnw71u,35.0,35-39,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Cientista de Dados/Data Scientist,Sênior,de R$ 25.001/mês a R$ 30.000/mês
zgomrwhvcqs04v4azgomhg4fa6f148gu,44.0,40-44,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",True,São Paulo (SP),SP,Sudeste,Pós-graduação,Ciências Sociais,Analista de Dados/Data Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês
zgksbxk1mijcwexer5g8zgksbbqgt2nh,31.0,30-34,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho, Quantidade de oportunidades de emprego/vagas recebidas",True,São Paulo (SP),SP,Sudeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,de R$ 16.001/mês a R$ 20.000/mês
zg8angrbb8ibfxzg8anggldov3qxqkte,43.0,40-44,Masculino,Branca,Não,,,True,,,Norte,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,de R$ 20.001/mês a R$ 25.000/mês
zfuwue3jsdjszfuqtdhuf7nzxvas9m71,34.0,30-34,Masculino,Indígena,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Santa Catarina (SC),SC,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês
zfpttoq1n07x63rqynozfptevfzlh6as,32.0,30-34,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Rio de Janeiro (RJ),RJ,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês
zfnykoirgbvev5zsig78zfnykoirtcu2,48.0,45-49,Masculino,Branca,Não,,,True,Paraná (PR),PR,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês
zfeuk2m9jozahicujlla8zfeuk2g7apj,29.0,25-29,Feminino,Amarela,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Paraná (PR),PR,Sul,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,,,
zehbwpq0cu27mcdfzehbwumsktj37ut5,33.0,30-34,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analytics Engineer,Sênior,de R$ 20.001/mês a R$ 25.000/mês
ze8vowc5usprrw7hnnhze8vow9xt3ap1,33.0,30-34,Feminino,Branca,Sim,"Sim, acredito que minha experiência profissional seja afetada devido ao fato de ser PCD, Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia","Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Relação com outros membros da empresa, em momentos de trabalho",True,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Outra opção,Cientista de Dados/Data Scientist,Pleno,de R$ 12.001/mês a R$ 16.000/mês
ze456e6jx9450sr21wze456efdynob5p,26.0,25-29,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho, Oportunidades de progressão de carreira",True,São Paulo (SP),SP,Sudeste,Pós-graduação,Outras Engenharias,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 6.001/mês a R$ 8.000/mês
ze0pd6gjldhip1dkoijqvh9ze0pd6gk0,50.0,50-54,Masculino,Branca,Não,,,True,Rio Grande do Sul (RS),RS,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,de R$ 4.001/mês a R$ 6.000/mês
ze0flpuodrwpzwayraze0flpiys7xgge,28.0,25-29,Feminino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Quantidade de oportunidades de emprego/vagas recebidas,True,Minas Gerais (MG),MG,Sudeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados/Data Scientist,Pleno,de R$ 16.001/mês a R$ 20.000/mês
zdfl92yeveayf0es8fanzdfl92r0nmod,22.0,22-24,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Espírito Santo (ES),ES,Sudeste,Graduação/Bacharelado,Outras Engenharias,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês
zddsl7xfyvz34uacz2zdd013egv0j9gh,31.0,30-34,Feminino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Paraná (PR),PR,Sul,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês
zd9plqpv81ejykezd9p3hg3jbmr7ayag,37.0,35-39,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Quantidade de oportunidades de emprego/vagas recebidas, Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho, Velocidade de progressão de carreira",True,Paraná (PR),PR,Sul,Pós-graduação,Outras Engenharias,Analista de Suporte/Analista Técnico,Júnior,de R$ 1.001/mês a R$ 2.000/mês
zd5s6bcf9okqqtf5ywvzd5s65btae7ki,30.0,30-34,Masculino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Atenção dada pelas pessoas diante a minhas opiniões e ideias,True,Rio de Janeiro (RJ),RJ,Sudeste,Mestrado,Química / Física,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 4.001/mês a R$ 6.000/mês
zc6ydze9dl57nwzc6yds1v5rh1dwplgs,36.0,35-39,Feminino,Preta,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Rio de Janeiro (RJ),RJ,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Outra Opção,Pleno,de R$ 3.001/mês a R$ 4.000/mês
zc1pt7pxbnhsftxwf5zc1pt499f4selu,,55+,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Outra Opção,Pleno,de R$ 4.001/mês a R$ 6.000/mês
zbukfwxvpwlk6loglm0zbukfwx6bvyb6,40.0,40-44,Masculino,Amarela,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,São Paulo (SP),SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI/BI Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês
zbsz2cgproetulzbsp57pmrkxld850ba,51.0,50-54,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analista de BI/BI Analyst,Pleno,de R$ 2.001/mês a R$ 3.000/mês
zbk8swy4cts4zdic0zbk8swrk72dn97r,27.0,25-29,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Pernambuco (PE),PE,Nordeste,Pós-graduação,Outras Engenharias,,,de R$ 4.001/mês a R$ 6.000/mês
zbic84jnfynrbugtzgzbic84xmgsqzqn,29.0,25-29,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês
zbe3dq9lvo5o0m12apzbe3d98y232g30,32.0,30-34,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,São Paulo (SP),SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,de R$ 16.001/mês a R$ 20.000/mês
zb5p34cderno1uhbpb54xjzb5px53s90,29.0,25-29,Masculino,Branca,Não,,,True,Minas Gerais (MG),MG,Sudeste,Graduação/Bacharelado,Outra opção,Analista de BI/BI Analyst,Pleno,de R$ 3.001/mês a R$ 4.000/mês
zavn13wn5lg1x7zb9vf7x0fdx1uhtop3,24.0,22-24,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,,,de R$ 16.001/mês a R$ 20.000/mês
zana7qsunzsany01mqgvzana7qqghw5y,31.0,30-34,Feminino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,São Paulo (SP),SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,,,
zamcw780np8bn59aq2ndzamcw7k9fjl1,26.0,25-29,Masculino,Branca,Não,,,True,Rio de Janeiro (RJ),RJ,Sudeste,Graduação/Bacharelado,Outra opção,Outra Opção,Júnior,de R$ 1.001/mês a R$ 2.000/mês
za7iy5b7sl3xjza7b8szv0jhos5qqblx,31.0,30-34,Feminino,Preta,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Atenção dada pelas pessoas diante das minhas opiniões e ideias,False,,,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,,,
z9toybzbja7n6xjjbz9f8hmofrry69tg,44.0,40-44,Masculino,Amarela,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,São Paulo (SP),SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês
z9tm05an3mg4fz9tm0554ci348ujikxh,28.0,25-29,Masculino,Branca,Não,,,True,Santa Catarina (SC),SC,Sul,Estudante de Graduação,Outras Engenharias,,,de R$ 12.001/mês a R$ 16.000/mês
z9bpq3edulq2cf0x87z9bpq3m0ng4dpo,33.0,30-34,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,False,,,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados/Data Analyst,Sênior,de R$ 30.001/mês a R$ 40.000/mês
z8b93xvuud8moyez8bxanwb25ajtjyey,39.0,35-39,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Rio de Janeiro (RJ),RJ,Sudeste,Pós-graduação,Outra opção,Analista de BI/BI Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês
z7pugpvdp5lyvbrpxa4mhzcz7pugpvfp,25.0,25-29,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero","Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias",True,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Ciências Sociais,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês
z6y8znaoin1tj2cswwpfuz6y8zvv1epa,28.0,25-29,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,,,de R$ 16.001/mês a R$ 20.000/mês
z6wt0qu3c3nz6wtjprb2ok9b7aloph8g,31.0,30-34,Masculino,Branca,Não,,,True,Paraná (PR),PR,Sul,Pós-graduação,Outras Engenharias,Engenheiro de Machine Learning/ML Engineer,Pleno,de R$ 6.001/mês a R$ 8.000/mês
z6o09m66myb91irdniz6o09mlvet3e11,20.0,17-21,Masculino,Parda,Não,,,True,São Paulo (SP),SP,Sudeste,Estudante de Graduação,Marketing / Publicidade / Comunicação / Jornalismo,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês
z6ivqzqrq2ifi8iosa7z6ivqz2mrqw2j,25.0,25-29,Masculino,Preta,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Minas Gerais (MG),MG,Sudeste,Graduação/Bacharelado,Outras Engenharias,Cientista de Dados/Data Scientist,Pleno,de R$ 6.001/mês a R$ 8.000/mês
z6h3jbwi9u5yjwwxvstz6h3m46ckhkw0,24.0,22-24,Masculino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia","Quantidade de oportunidades de emprego/vagas recebidas, Aprovação em processos seletivos/entrevistas",True,São Paulo (SP),SP,Sudeste,Pós-graduação,Outras Engenharias,Analytics Engineer,Pleno,de R$ 4.001/mês a R$ 6.000/mês
z6cm2hdq81g4g5b2pmhz6cml29t41ncs,30.0,30-34,Feminino,Outra,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Quantidade de oportunidades de emprego/vagas recebidas,True,Minas Gerais (MG),MG,Sudeste,Graduação/Bacharelado,Outra opção,,,
z5j7xhhoaqc54iz4wu6nsuz5j7xhh7y2,27.0,25-29,Masculino,Preta,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Paraná (PR),PR,Sul,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Analista de Dados/Data Analyst,Júnior,de R$ 2.001/mês a R$ 3.000/mês
z50lfyy6pe5ldavdu3csjz50lfyyb99g,26.0,25-29,Masculino,Branca,Não,,,True,Rio de Janeiro (RJ),RJ,Sudeste,Graduação/Bacharelado,Outras Engenharias,Analista de BI/BI Analyst,Júnior,de R$ 6.001/mês a R$ 8.000/mês
z4yrhgd3aa5b5zntla0ez4yrhgkayf4o,22.0,22-24,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Paraíba (PB),PB,Nordeste,Estudante de Graduação,Outras Engenharias,,,
z484xf4fwd2d0qvxl3ckmo3z484xf4a2,,55+,Masculino,Preta,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",Oportunidades de progressão de carreira,True,São Paulo (SP),SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados/Data Analyst,Pleno,de R$ 12.001/mês a R$ 16.000/mês
z4084hqghuu3tbe3k3z4084ryfozjn3b,32.0,30-34,Masculino,Branca,Não,,,True,Minas Gerais (MG),MG,Sudeste,Graduação/Bacharelado,Outras Engenharias,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,de R$ 1.001/mês a R$ 2.000/mês
z2za6yajho40ch7z2zamuzs9e5mcz6e8,37.0,35-39,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",Atenção dada pelas pessoas diante das minhas opiniões e ideias,True,Rio de Janeiro (RJ),RJ,Sudeste,Mestrado,Outra opção,,,de R$ 3.001/mês a R$ 4.000/mês
z24dsvodxefy3jdz247sss7841t48zdd,31.0,30-34,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,de R$ 16.001/mês a R$ 20.000/mês
z1u4vucj2ca4z1uwxzqrqhtek60xicw1,27.0,25-29,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,São Paulo (SP),SP,Sudeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 12.001/mês a R$ 16.000/mês
z1hw36gjoxs4zvhpe8z1hw36gjsxwc0p,31.0,30-34,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Pernambuco (PE),PE,Nordeste,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,,,de R$ 8.001/mês a R$ 12.000/mês
z1hgzw1x40itwyrygz1hgzw1f09ezvph,27.0,25-29,Masculino,Branca,Não,,,True,Rio Grande do Sul (RS),RS,Sul,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês
z15iaahucr47yujr2z15i0s4zimv5cjx,33.0,30-34,Masculino,Branca,Não,,,True,Rio Grande do Norte (RN),RN,Nordeste,Doutorado ou Phd,Outra opção,,,
z14aqumun2dsp3wz14aqutgmom851ruq,23.0,22-24,Masculino,Branca,Não,,,True,Sergipe (SE),SE,Nordeste,Estudante de Graduação,Outras Engenharias,Analytics Engineer,Júnior,de R$ 4.001/mês a R$ 6.000/mês
z0c8etexavkvfvyiuldz0c8etejuh5fq,22.0,22-24,Masculino,Preta,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,São Paulo (SP),SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI/BI Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês
z0a045aomp0u8imsz0a0vvordg4xiu2d,42.0,40-44,Masculino,Preta,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,São Paulo (SP),SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Sênior,de R$ 8.001/mês a R$ 12.000/mês
z08n284pklfkxkz083dtwi4ge51v6je7,25.0,25-29,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 8.001/mês a R$ 12.000/mês
z03shdc4sw0w86rqv0oz03shd83lz9b1,26.0,25-29,Masculino,Branca,Não,,,True,São Paulo (SP),SP,Sudeste,Pós-graduação,Outras Engenharias,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Júnior,de R$ 3.001/mês a R$ 4.000/mês
z0243ejwh6yerkr6z02431dqg1b17u2s,34.0,30-34,Masculino,Branca,Não,,,False,,,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Negócios/Business Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês
yzxwr53h319ss8yzxr3lftyzsvgg82m1,36.0,35-39,Feminino,Prefiro não informar,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,,True,Mato Grosso (MT),MT,Centro-oeste,Doutorado ou Phd,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês
